"Scenario","Correct","Timestamp","Datetime","t1_casque","t1_visiere","t1_col","t1_gant_gauche","t1_gant_droit","t2_casque","t2_visiere","t2_veste","t2_col","danger"
"5","0","1626965659",2021-07-22 14:54:19,NA,NA,NA,NA,NA,"0","0","0","0","0"
"5","0","1626965674",2021-07-22 14:54:34,NA,NA,NA,NA,NA,"0","0","0","0","0"
"5","0","1626965690",2021-07-22 14:54:50,NA,NA,NA,NA,NA,"0","0","0","0","0"
"5","0","1626965705",2021-07-22 14:55:05,NA,NA,NA,NA,NA,"0","0","0","0","0"
"5","0","1626965720",2021-07-22 14:55:20,NA,NA,NA,NA,NA,"0","0","0","0","0"
"5","0","1626965736",2021-07-22 14:55:36,NA,NA,NA,NA,NA,"1","0","0","0","0"
"5","0","1626965751",2021-07-22 14:55:51,NA,NA,NA,NA,NA,"1","0","0","0","0"
"5","0","1626965766",2021-07-22 14:56:06,NA,NA,NA,NA,NA,"1","0","0","0","0"
"5","0","1626965782",2021-07-22 14:56:22,NA,NA,NA,NA,NA,"1","0","0","0","0"
"1","1","1626084505",2021-07-12 10:08:25,NA,NA,NA,NA,NA,"1","0","0","1","0"
"1","1","1626084530",2021-07-12 10:08:50,NA,NA,NA,NA,NA,"1","0","0","0","0"
"1","1","1626084556",2021-07-12 10:09:16,NA,NA,NA,NA,NA,"1","0","0","0","0"
"1","1","1626084853",2021-07-12 10:14:13,NA,NA,NA,NA,NA,"1","0","1","0","0"
"1","1","1626084878",2021-07-12 10:14:38,NA,NA,NA,NA,NA,"1","0","1","1","0"
"1","1","1626084904",2021-07-12 10:15:04,NA,NA,NA,NA,NA,"1","0","1","1","0"
"1","1","1626084929",2021-07-12 10:15:29,NA,NA,NA,NA,NA,"1","1","1","1","0"
"1","1","1626084955",2021-07-12 10:15:55,NA,NA,NA,NA,NA,"1","1","1","1","0"
"1","1","1626084981",2021-07-12 10:16:21,NA,NA,NA,NA,NA,"0","1","1","1","0"
"1","1","1626085006",2021-07-12 10:16:46,NA,NA,NA,NA,NA,"0","1","1","1","0"
"1","1","1626085032",2021-07-12 10:17:12,NA,NA,NA,NA,NA,"1","0","1","1","0"
"1","1","1626085058",2021-07-12 10:17:38,NA,NA,NA,NA,NA,"1","0","1","1","0"
"1","1","1626085083",2021-07-12 10:18:03,NA,NA,NA,NA,NA,"1","0","1","1","0"
"1","1","1626085109",2021-07-12 10:18:29,NA,NA,NA,NA,NA,"1","0","1","1","0"
"1","1","1626085134",2021-07-12 10:18:54,NA,NA,NA,NA,NA,"1","0","1","1","0"
"1","1","1626085160",2021-07-12 10:19:20,NA,NA,NA,NA,NA,"1","0","1","1","0"
"1","1","1626085186",2021-07-12 10:19:46,NA,NA,NA,NA,NA,"1","0","1","1","0"
"1","1","1626085211",2021-07-12 10:20:11,NA,NA,NA,NA,NA,"1","0","1","1","0"
"1","1","1626085237",2021-07-12 10:20:37,NA,NA,NA,NA,NA,"1","0","1","1","0"
"1","1","1626085263",2021-07-12 10:21:03,NA,NA,NA,NA,NA,"1","0","1","1","0"
"1","1","1626085288",2021-07-12 10:21:28,NA,NA,NA,NA,NA,"1","0","1","1","0"
"1","1","1626085314",2021-07-12 10:21:54,NA,NA,NA,NA,NA,"1","0","1","1","0"
"1","1","1626085339",2021-07-12 10:22:19,NA,NA,NA,NA,NA,"1","0","1","1","0"
"1","1","1626085365",2021-07-12 10:22:45,NA,NA,NA,NA,NA,"1","0","1","1","0"
"1","1","1626085391",2021-07-12 10:23:11,NA,NA,NA,NA,NA,"1","1","1","1","0"
"1","1","1626085416",2021-07-12 10:23:36,NA,NA,NA,NA,NA,"0","1","1","1","0"
"1","1","1626085443",2021-07-12 10:24:03,NA,NA,NA,NA,NA,"0","1","1","1","0"
"1","1","1626085468",2021-07-12 10:24:28,NA,NA,NA,NA,NA,"0","0","1","1","0"
"1","1","1626085494",2021-07-12 10:24:54,NA,NA,NA,NA,NA,"0","1","1","1","0"
"1","1","1626085520",2021-07-12 10:25:20,NA,NA,NA,NA,NA,"0","1","1","1","0"
"1","1","1626085545",2021-07-12 10:25:45,NA,NA,NA,NA,NA,"0","1","1","1","0"
"1","1","1626085571",2021-07-12 10:26:11,NA,NA,NA,NA,NA,"1","0","1","1","0"
"1","1","1626085596",2021-07-12 10:26:36,NA,NA,NA,NA,NA,"1","0","1","1","0"
"1","1","1626085622",2021-07-12 10:27:02,NA,NA,NA,NA,NA,"1","0","1","1","0"
"1","1","1626085648",2021-07-12 10:27:28,NA,NA,NA,NA,NA,"1","0","1","1","0"
"1","1","1626085673",2021-07-12 10:27:53,NA,NA,NA,NA,NA,"1","0","1","1","0"
"1","1","1626085699",2021-07-12 10:28:19,NA,NA,NA,NA,NA,"0","1","1","1","0"
"1","1","1626085725",2021-07-12 10:28:45,NA,NA,NA,NA,NA,"1","1","1","1","0"
"1","1","1626085750",2021-07-12 10:29:10,NA,NA,NA,NA,NA,"1","1","1","1","0"
"1","1","1626085776",2021-07-12 10:29:36,NA,NA,NA,NA,NA,"1","1","1","1","0"
"1","1","1626085802",2021-07-12 10:30:02,NA,NA,NA,NA,NA,"1","1","1","1","0"
"1","1","1626085827",2021-07-12 10:30:27,NA,NA,NA,NA,NA,"1","1","1","1","0"
"1","1","1626085853",2021-07-12 10:30:53,NA,NA,NA,NA,NA,"1","0","1","1","0"
"1","1","1626085878",2021-07-12 10:31:18,NA,NA,NA,NA,NA,"1","0","1","0","0"
"1","1","1626085904",2021-07-12 10:31:44,NA,NA,NA,NA,NA,"1","0","0","0","0"
"1","0","1626087111",2021-07-12 10:51:51,NA,NA,NA,NA,NA,"0","0","0","0","0"
"1","0","1626087136",2021-07-12 10:52:16,NA,NA,NA,NA,NA,"0","0","0","0","0"
"1","0","1626087162",2021-07-12 10:52:42,NA,NA,NA,NA,NA,"0","0","0","0","0"
"1","0","1626087187",2021-07-12 10:53:07,NA,NA,NA,NA,NA,"0","0","0","0","1"
"1","0","1626087213",2021-07-12 10:53:33,NA,NA,NA,NA,NA,"0","0","0","0","1"
"1","0","1626087239",2021-07-12 10:53:59,NA,NA,NA,NA,NA,"0","0","0","0","1"
"1","0","1626087264",2021-07-12 10:54:24,NA,NA,NA,NA,NA,"0","0","0","0","1"
"1","0","1626087290",2021-07-12 10:54:50,NA,NA,NA,NA,NA,"0","0","0","0","1"
"1","0","1626087316",2021-07-12 10:55:16,NA,NA,NA,NA,NA,"0","0","0","0","1"
"1","0","1626087341",2021-07-12 10:55:41,NA,NA,NA,NA,NA,"0","0","0","0","1"
"1","0","1626087367",2021-07-12 10:56:07,NA,NA,NA,NA,NA,"0","0","0","0","1"
"1","0","1626087392",2021-07-12 10:56:32,NA,NA,NA,NA,NA,"0","0","0","0","1"
"1","0","1626087418",2021-07-12 10:56:58,NA,NA,NA,NA,NA,"1","0","0","0","1"
"1","0","1626087444",2021-07-12 10:57:24,NA,NA,NA,NA,NA,"0","0","0","0","1"
"1","0","1626087469",2021-07-12 10:57:49,NA,NA,NA,NA,NA,"0","0","0","0","1"
"1","0","1626087495",2021-07-12 10:58:15,NA,NA,NA,NA,NA,"0","0","0","0","1"
"1","0","1626087521",2021-07-12 10:58:41,NA,NA,NA,NA,NA,"0","0","0","0","1"
"1","0","1626087546",2021-07-12 10:59:06,NA,NA,NA,NA,NA,"0","0","0","0","0"
"1","0","1626087572",2021-07-12 10:59:32,NA,NA,NA,NA,NA,"1","0","0","0","0"
"1","0","1626087597",2021-07-12 10:59:57,NA,NA,NA,NA,NA,"1","1","0","1","0"
"1","0","1626087623",2021-07-12 11:00:23,NA,NA,NA,NA,NA,"1","1","0","1","0"
"1","0","1626087649",2021-07-12 11:00:49,NA,NA,NA,NA,NA,"1","1","0","1","0"
"1","0","1626087674",2021-07-12 11:01:14,NA,NA,NA,NA,NA,"1","1","0","1","0"
"1","0","1626087700",2021-07-12 11:01:40,NA,NA,NA,NA,NA,"1","1","0","1","0"
"1","0","1626087726",2021-07-12 11:02:06,NA,NA,NA,NA,NA,"1","1","0","1","1"
"1","0","1626087751",2021-07-12 11:02:31,NA,NA,NA,NA,NA,"1","0","0","1","1"
"1","0","1626087777",2021-07-12 11:02:57,NA,NA,NA,NA,NA,"0","0","0","1","1"
"1","0","1626087802",2021-07-12 11:03:22,NA,NA,NA,NA,NA,"0","1","0","1","0"
"1","0","1626087828",2021-07-12 11:03:48,NA,NA,NA,NA,NA,"0","1","0","1","0"
"1","0","1626087854",2021-07-12 11:04:14,NA,NA,NA,NA,NA,"1","1","0","1","0"
"1","0","1626087879",2021-07-12 11:04:39,NA,NA,NA,NA,NA,"1","0","0","0","0"
"1","0","1626087905",2021-07-12 11:05:05,NA,NA,NA,NA,NA,"0","0","0","0","0"
"1","0","1626087931",2021-07-12 11:05:31,NA,NA,NA,NA,NA,"1","0","0","0","0"
"1","0","1626087956",2021-07-12 11:05:56,NA,NA,NA,NA,NA,"1","0","0","0","0"
"2","1","1626086212",2021-07-12 10:36:52,NA,NA,NA,NA,NA,"1","0","0","0","0"
"2","1","1626086238",2021-07-12 10:37:18,NA,NA,NA,NA,NA,"1","0","0","0","0"
"2","1","1626086263",2021-07-12 10:37:43,NA,NA,NA,NA,NA,"1","0","0","0","0"
"2","1","1626086289",2021-07-12 10:38:09,NA,NA,NA,NA,NA,"0","0","1","0","0"
"2","1","1626086315",2021-07-12 10:38:35,NA,NA,NA,NA,NA,"0","0","1","1","0"
"2","1","1626086340",2021-07-12 10:39:00,NA,NA,NA,NA,NA,"0","0","1","1","0"
"2","1","1626086366",2021-07-12 10:39:26,NA,NA,NA,NA,NA,"1","1","1","1","0"
"2","1","1626086391",2021-07-12 10:39:51,NA,NA,NA,NA,NA,"0","1","1","1","0"
"2","1","1626086417",2021-07-12 10:40:17,NA,NA,NA,NA,NA,"0","1","1","1","0"
"2","1","1626086443",2021-07-12 10:40:43,NA,NA,NA,NA,NA,"1","1","1","1","0"
"2","1","1626086468",2021-07-12 10:41:08,NA,NA,NA,NA,NA,"1","1","1","1","0"
"2","1","1626086494",2021-07-12 10:41:34,NA,NA,NA,NA,NA,"1","1","1","1","0"
"2","1","1626086520",2021-07-12 10:42:00,NA,NA,NA,NA,NA,"1","1","1","1","0"
"2","1","1626086545",2021-07-12 10:42:25,NA,NA,NA,NA,NA,"1","1","1","1","0"
"2","1","1626086571",2021-07-12 10:42:51,NA,NA,NA,NA,NA,"0","1","1","1","0"
"2","1","1626086596",2021-07-12 10:43:16,NA,NA,NA,NA,NA,"1","1","1","1","0"
"2","1","1626086622",2021-07-12 10:43:42,NA,NA,NA,NA,NA,"1","1","1","1","0"
"2","1","1626086648",2021-07-12 10:44:08,NA,NA,NA,NA,NA,"1","1","1","1","0"
"2","1","1626086673",2021-07-12 10:44:33,NA,NA,NA,NA,NA,"0","1","1","1","0"
"2","1","1626086699",2021-07-12 10:44:59,NA,NA,NA,NA,NA,"0","1","1","1","0"
"2","1","1626086725",2021-07-12 10:45:25,NA,NA,NA,NA,NA,"0","1","1","1","0"
"2","1","1626086750",2021-07-12 10:45:50,NA,NA,NA,NA,NA,"1","1","1","1","0"
"2","1","1626086776",2021-07-12 10:46:16,NA,NA,NA,NA,NA,"1","1","1","1","0"
"2","1","1626086801",2021-07-12 10:46:41,NA,NA,NA,NA,NA,"0","1","1","1","0"
"2","1","1626086827",2021-07-12 10:47:07,NA,NA,NA,NA,NA,"0","0","0","0","0"
"2","1","1626086853",2021-07-12 10:47:33,NA,NA,NA,NA,NA,"1","0","0","0","0"
"2","0","1626088111",2021-07-12 11:08:31,NA,NA,NA,NA,NA,"1","0","0","0","1"
"2","0","1626088137",2021-07-12 11:08:57,NA,NA,NA,NA,NA,"1","0","0","0","1"
"2","0","1626088162",2021-07-12 11:09:22,NA,NA,NA,NA,NA,"0","0","0","1","1"
"2","0","1626088188",2021-07-12 11:09:48,NA,NA,NA,NA,NA,"1","0","0","1","1"
"2","0","1626088214",2021-07-12 11:10:14,NA,NA,NA,NA,NA,"1","0","0","1","1"
"2","0","1626088239",2021-07-12 11:10:39,NA,NA,NA,NA,NA,"1","0","0","1","1"
"2","0","1626088265",2021-07-12 11:11:05,NA,NA,NA,NA,NA,"1","0","0","1","1"
"2","0","1626088291",2021-07-12 11:11:31,NA,NA,NA,NA,NA,"1","0","0","1","1"
"2","0","1626088316",2021-07-12 11:11:56,NA,NA,NA,NA,NA,"1","0","0","1","1"
"2","0","1626088342",2021-07-12 11:12:22,NA,NA,NA,NA,NA,"1","0","0","1","1"
"2","0","1626088367",2021-07-12 11:12:47,NA,NA,NA,NA,NA,"1","0","0","1","1"
"2","0","1626088393",2021-07-12 11:13:13,NA,NA,NA,NA,NA,"0","0","0","1","1"
"2","0","1626088419",2021-07-12 11:13:39,NA,NA,NA,NA,NA,"1","0","0","1","1"
"2","0","1626088444",2021-07-12 11:14:04,NA,NA,NA,NA,NA,"1","1","0","1","0"
"2","0","1626088470",2021-07-12 11:14:30,NA,NA,NA,NA,NA,"1","0","0","1","0"
"2","0","1626088496",2021-07-12 11:14:56,NA,NA,NA,NA,NA,"0","0","0","1","1"
"2","0","1626088521",2021-07-12 11:15:21,NA,NA,NA,NA,NA,"1","0","0","1","1"
"2","0","1626088547",2021-07-12 11:15:47,NA,NA,NA,NA,NA,"1","0","0","1","0"
"2","0","1626088572",2021-07-12 11:16:12,NA,NA,NA,NA,NA,"1","0","0","0","0"
"3","1","1626089043",2021-07-12 11:24:03,"1","0","0","0","0",NA,NA,NA,NA,"0"
"3","1","1626089069",2021-07-12 11:24:29,"1","0","0","0","0",NA,NA,NA,NA,"0"
"3","1","1626089095",2021-07-12 11:24:55,"1","0","0","0","0",NA,NA,NA,NA,"0"
"3","1","1626089120",2021-07-12 11:25:20,"1","0","0","0","0",NA,NA,NA,NA,"0"
"3","1","1626089146",2021-07-12 11:25:46,"1","0","0","0","0",NA,NA,NA,NA,"0"
"3","1","1626089171",2021-07-12 11:26:11,"1","0","0","0","0",NA,NA,NA,NA,"0"
"3","1","1626089197",2021-07-12 11:26:37,"1","0","0","0","0",NA,NA,NA,NA,"0"
"3","1","1626089223",2021-07-12 11:27:03,"1","0","1","1","1",NA,NA,NA,NA,"0"
"3","1","1626089248",2021-07-12 11:27:28,"1","1","0","1","1",NA,NA,NA,NA,"0"
"3","1","1626089274",2021-07-12 11:27:54,"1","1","0","1","1",NA,NA,NA,NA,"0"
"3","1","1626089300",2021-07-12 11:28:20,"1","1","0","1","1",NA,NA,NA,NA,"0"
"3","1","1626089325",2021-07-12 11:28:45,"1","1","0","1","1",NA,NA,NA,NA,"0"
"3","1","1626089351",2021-07-12 11:29:11,"1","1","1","1","1",NA,NA,NA,NA,"0"
"3","1","1626089376",2021-07-12 11:29:36,"1","0","1","1","1",NA,NA,NA,NA,"0"
"3","1","1626089402",2021-07-12 11:30:02,"1","0","0","0","0",NA,NA,NA,NA,"0"
"3","1","1626089428",2021-07-12 11:30:28,"1","0","1","0","0",NA,NA,NA,NA,"0"
"3","1","1626089453",2021-07-12 11:30:53,"1","0","0","0","0",NA,NA,NA,NA,"0"
"3","1","1626089479",2021-07-12 11:31:19,"1","0","0","0","0",NA,NA,NA,NA,"0"
"3","1","1626089505",2021-07-12 11:31:45,"1","0","0","0","0",NA,NA,NA,NA,"0"
"3","1","1626089530",2021-07-12 11:32:10,"1","0","0","0","0",NA,NA,NA,NA,"0"
"3","0","1626099586",2021-07-12 14:19:46,"1","0","0","0","0",NA,NA,NA,NA,"0"
"3","0","1626099612",2021-07-12 14:20:12,"1","0","0","0","0",NA,NA,NA,NA,"0"
"3","0","1626099637",2021-07-12 14:20:37,"1","0","0","0","0",NA,NA,NA,NA,"0"
"3","0","1626099663",2021-07-12 14:21:03,"1","0","0","0","0",NA,NA,NA,NA,"0"
"3","0","1626099689",2021-07-12 14:21:29,"1","0","0","0","0",NA,NA,NA,NA,"0"
"3","0","1626099714",2021-07-12 14:21:54,"1","0","0","0","0",NA,NA,NA,NA,"0"
"3","0","1626099740",2021-07-12 14:22:20,"1","1","0","1","1",NA,NA,NA,NA,"1"
"3","0","1626099766",2021-07-12 14:22:46,"1","0","0","1","1",NA,NA,NA,NA,"1"
"3","0","1626099791",2021-07-12 14:23:11,"1","0","0","1","1",NA,NA,NA,NA,"1"
"3","0","1626099817",2021-07-12 14:23:37,"1","1","0","1","1",NA,NA,NA,NA,"1"
"3","0","1626099843",2021-07-12 14:24:03,"1","0","0","1","1",NA,NA,NA,NA,"1"
"3","0","1626099868",2021-07-12 14:24:28,"1","0","0","1","1",NA,NA,NA,NA,"1"
"3","0","1626099894",2021-07-12 14:24:54,"1","0","0","1","1",NA,NA,NA,NA,"1"
"3","0","1626099920",2021-07-12 14:25:20,"0","0","0","0","0",NA,NA,NA,NA,"0"
"4","1","1626099085",2021-07-12 14:11:25,"1","0","0","0","0",NA,NA,NA,NA,"0"
"4","1","1626099110",2021-07-12 14:11:50,"1","0","0","0","0",NA,NA,NA,NA,"0"
"4","1","1626099136",2021-07-12 14:12:16,"1","0","0","0","0",NA,NA,NA,NA,"0"
"4","1","1626099162",2021-07-12 14:12:42,"1","0","1","0","0",NA,NA,NA,NA,"0"
"4","1","1626099187",2021-07-12 14:13:07,"1","1","1","0","0",NA,NA,NA,NA,"0"
"4","1","1626099213",2021-07-12 14:13:33,"1","0","1","0","0",NA,NA,NA,NA,"0"
"4","1","1626099238",2021-07-12 14:13:58,"1","0","1","0","0",NA,NA,NA,NA,"0"
"4","1","1626099264",2021-07-12 14:14:24,"1","0","1","0","1",NA,NA,NA,NA,"0"
"4","1","1626099290",2021-07-12 14:14:50,"1","1","0","1","1",NA,NA,NA,NA,"0"
"4","1","1626099315",2021-07-12 14:15:15,"1","1","0","1","1",NA,NA,NA,NA,"0"
"4","1","1626099341",2021-07-12 14:15:41,"1","1","0","1","1",NA,NA,NA,NA,"0"
"4","1","1626099367",2021-07-12 14:16:07,"1","1","0","1","1",NA,NA,NA,NA,"0"
"4","1","1626099392",2021-07-12 14:16:32,"1","0","0","0","0",NA,NA,NA,NA,"0"
"4","1","1626099418",2021-07-12 14:16:58,"1","0","0","0","0",NA,NA,NA,NA,"0"
"4","1","1626099444",2021-07-12 14:17:24,"1","0","0","0","0",NA,NA,NA,NA,"0"
"4","0","1626100053",2021-07-12 14:27:33,"0","0","0","0","0",NA,NA,NA,NA,"0"
"4","0","1626100078",2021-07-12 14:27:58,"1","0","0","0","0",NA,NA,NA,NA,"0"
"4","0","1626100104",2021-07-12 14:28:24,"1","0","1","0","0",NA,NA,NA,NA,"0"
"4","0","1626100129",2021-07-12 14:28:49,"1","0","1","0","0",NA,NA,NA,NA,"0"
"4","0","1626100155",2021-07-12 14:29:15,"1","0","1","1","1",NA,NA,NA,NA,"0"
"4","0","1626100181",2021-07-12 14:29:41,"1","1","0","1","1",NA,NA,NA,NA,"1"
"4","0","1626100206",2021-07-12 14:30:06,"1","0","0","1","1",NA,NA,NA,NA,"1"
"4","0","1626100232",2021-07-12 14:30:32,"1","1","0","1","1",NA,NA,NA,NA,"0"
"4","0","1626100258",2021-07-12 14:30:58,"1","0","0","1","1",NA,NA,NA,NA,"0"
"4","0","1626100283",2021-07-12 14:31:23,"1","0","0","0","0",NA,NA,NA,NA,"0"
"4","0","1626100309",2021-07-12 14:31:49,"1","0","0","0","0",NA,NA,NA,NA,"0"
"6","1","1626101674",2021-07-12 14:54:34,"1","0","0","0","0",NA,NA,NA,NA,"0"
"6","1","1626101699",2021-07-12 14:54:59,"1","0","0","0","0",NA,NA,NA,NA,"0"
"6","1","1626101725",2021-07-12 14:55:25,"1","0","0","1","1",NA,NA,NA,NA,"0"
"6","1","1626101750",2021-07-12 14:55:50,"1","0","0","1","1",NA,NA,NA,NA,"0"
"6","1","1626101776",2021-07-12 14:56:16,"1","1","0","1","1",NA,NA,NA,NA,"0"
"6","1","1626101802",2021-07-12 14:56:42,"1","0","0","0","0",NA,NA,NA,NA,"0"
